I_P  ,I_E,I_L  ,Q_E ,Q_P,Q_L  ,Labels
69614,29941,131004,72879,-78346,-92596,Spoofed
69615,29942,131005,72880,-78345,-92595,Spoofed
69616,29943,131006,72881,-78344,-92594,Spoofed
69617,29944,131007,72882,-78343,-92593,Spoofed
69618,29945,131008,72883,-78342,-92592,Spoofed
69619,29946,131009,72884,-78341,-92591,Spoofed
69620,29947,131010,72885,-78340,-92590,Spoofed
69621,29948,131011,72886,-78339,-92589,Spoofed
69622,29949,131012,72887,-78338,-92588,Spoofed
69623,29950,131013,72888,-78337,-92587,Spoofed
69624,29951,131014,72889,-78336,-92586,Spoofed
69625,29952,131015,72890,-78335,-92585,Spoofed
69626,29953,131016,72891,-78334,-92584,Spoofed
69627,29954,131017,72892,-78333,-92583,Spoofed
69628,29955,131018,72893,-78332,-92582,Spoofed
69629,29956,131019,72894,-78331,-92581,Spoofed
69630,29957,131020,72895,-78330,-92580,Spoofed
69631,29958,131021,72896,-78329,-92579,Spoofed
69632,29959,131022,72897,-78328,-92578,Spoofed
69633,29960,131023,72898,-78327,-92577,Spoofed
69634,29961,131024,72899,-78326,-92576,Spoofed
69635,29962,131025,72900,-78325,-92575,Spoofed
69636,29963,131026,72901,-78324,-92574,Spoofed
69637,29964,131027,72902,-78323,-92573,Spoofed
69638,29965,131028,72903,-78322,-92572,Spoofed
69639,29966,131029,72904,-78321,-92571,Spoofed
69640,29967,131030,72905,-78320,-92570,Spoofed
69641,29968,131031,72906,-78319,-92569,Spoofed
69642,29969,131032,72907,-78318,-92568,Spoofed
69643,29970,131033,72908,-78317,-92567,Spoofed
69644,29971,131034,72909,-78316,-92566,Spoofed
69645,29972,131035,72910,-78315,-92565,Spoofed
69646,29973,131036,72911,-78314,-92564,Spoofed
69647,29974,131037,72912,-78313,-92563,Spoofed
69648,29975,131038,72913,-78312,-92562,Spoofed
69649,29976,131039,72914,-78311,-92561,Spoofed
69650,29977,131040,72915,-78310,-92560,Spoofed
69651,29978,131041,72916,-78309,-92559,Spoofed
69652,29979,131042,72917,-78308,-92558,Spoofed
69653,29980,131043,72918,-78307,-92557,Spoofed
69654,29981,131044,72919,-78306,-92556,Spoofed
69655,29982,131045,72920,-78305,-92555,Spoofed
69656,29983,131046,72921,-78304,-92554,Spoofed
69657,29984,131047,72922,-78303,-92553,Spoofed
69658,29985,131048,72923,-78302,-92552,Spoofed
69659,29986,131049,72924,-78301,-92551,Spoofed
69660,29987,131050,72925,-78300,-92550,Spoofed
69661,29988,131051,72926,-78299,-92549,Spoofed
69662,29989,131052,72927,-78298,-92548,Spoofed
69663,29990,131053,72928,-78297,-92547,Spoofed
69664,29991,131054,72929,-78296,-92546,Spoofed
69665,29992,131055,72930,-78295,-92545,Spoofed
69666,29993,131056,72931,-78294,-92544,Spoofed
69667,29994,131057,72932,-78293,-92543,Spoofed
69668,29995,131058,72933,-78292,-92542,Spoofed
69669,29996,131059,72934,-78291,-92541,Spoofed
69670,29997,131060,72935,-78290,-92540,Spoofed
69671,29998,131061,72936,-78289,-92539,Spoofed
69672,29999,131062,72937,-78288,-92538,Spoofed
69673,30000,131063,72938,-78287,-92537,Spoofed
69674,30001,131064,72939,-78286,-92536,Spoofed
69675,30002,131065,72940,-78285,-92535,Spoofed
69676,30003,131066,72941,-78284,-92534,Spoofed
69677,30004,131067,72942,-78283,-92533,Spoofed
69678,30005,131068,72943,-78282,-92532,Spoofed
69679,30006,131069,72944,-78281,-92531,Spoofed
69680,30007,131070,72945,-78280,-92530,Spoofed
69681,30008,131071,72946,-78279,-92529,Spoofed
69682,30009,131072,72947,-78278,-92528,Spoofed
69683,30010,131073,72948,-78277,-92527,Spoofed
69684,30011,131074,72949,-78276,-92526,Spoofed
69685,30012,131075,72950,-78275,-92525,Spoofed
69686,30013,131076,72951,-78274,-92524,Spoofed
69687,30014,131077,72952,-78273,-92523,Spoofed
69688,30015,131078,72953,-78272,-92522,Spoofed
69689,30016,131079,72954,-78271,-92521,Spoofed
69690,30017,131080,72955,-78270,-92520,Spoofed
69691,30018,131081,72956,-78269,-92519,Spoofed
69692,30019,131082,72957,-78268,-92518,Spoofed
69693,30020,131083,72958,-78267,-92517,Spoofed
69694,30021,131084,72959,-78266,-92516,Spoofed
69695,30022,131085,72960,-78265,-92515,Spoofed
69696,30023,131086,72961,-78264,-92514,Spoofed
69697,30024,131087,72962,-78263,-92513,Spoofed
69698,30025,131088,72963,-78262,-92512,Spoofed
69699,30026,131089,72964,-78261,-92511,Spoofed
69700,30027,131090,72965,-78260,-92510,Spoofed
69701,30028,131091,72966,-78259,-92509,Spoofed
69702,30029,131092,72967,-78258,-92508,Spoofed
69703,30030,131093,72968,-78257,-92507,Spoofed
69704,30031,131094,72969,-78256,-92506,Spoofed
69705,30032,131095,72970,-78255,-92505,Spoofed
69706,30033,131096,72971,-78254,-92504,Spoofed
69707,30034,131097,72972,-78253,-92503,Spoofed
69708,30035,131098,72973,-78252,-92502,Spoofed
69709,30036,131099,72974,-78251,-92501,Spoofed
69710,30037,131100,72975,-78250,-92500,Spoofed
69711,30038,131101,72976,-78249,-92499,Spoofed
69712,30039,131102,72977,-78248,-92498,Spoofed
69713,30040,131103,72978,-78247,-92497,Spoofed
69714,30041,131104,72979,-78246,-92496,Spoofed
69715,30042,131105,72980,-78245,-92495,Spoofed
69716,30043,131106,72981,-78244,-92494,Spoofed
69717,30044,131107,72982,-78243,-92493,Spoofed
69718,30045,131108,72983,-78242,-92492,Spoofed
69719,30046,131109,72984,-78241,-92491,Spoofed
69720,30047,131110,72985,-78240,-92490,Spoofed
69721,30048,131111,72986,-78239,-92489,Spoofed
69722,30049,131112,72987,-78238,-92488,Spoofed
69723,30050,131113,72988,-78237,-92487,Spoofed
69724,30051,131114,72989,-78236,-92486,Spoofed
69725,30052,131115,72990,-78235,-92485,Spoofed
69726,30053,131116,72991,-78234,-92484,Spoofed
69727,30054,131117,72992,-78233,-92483,Spoofed
69728,30055,131118,72993,-78232,-92482,Spoofed
69729,30056,131119,72994,-78231,-92481,Spoofed
69730,30057,131120,72995,-78230,-92480,Spoofed
69731,30058,131121,72996,-78229,-92479,Spoofed
69732,30059,131122,72997,-78228,-92478,Spoofed
69733,30060,131123,72998,-78227,-92477,Spoofed
69734,30061,131124,72999,-78226,-92476,Spoofed
69735,30062,131125,73000,-78225,-92475,Spoofed
69736,30063,131126,73001,-78224,-92474,Spoofed
69737,30064,131127,73002,-78223,-92473,Spoofed
69738,30065,131128,73003,-78222,-92472,Spoofed
69739,30066,131129,73004,-78221,-92471,Spoofed
69740,30067,131130,73005,-78220,-92470,Spoofed
69741,30068,131131,73006,-78219,-92469,Spoofed
69742,30069,131132,73007,-78218,-92468,Spoofed
69743,30070,131133,73008,-78217,-92467,Spoofed
69744,30071,131134,73009,-78216,-92466,Spoofed
69745,30072,131135,73010,-78215,-92465,Spoofed
69746,30073,131136,73011,-78214,-92464,Spoofed
69747,30074,131137,73012,-78213,-92463,Spoofed
69748,30075,131138,73013,-78212,-92462,Spoofed
69749,30076,131139,73014,-78211,-92461,Spoofed
69750,30077,131140,73015,-78210,-92460,Spoofed
69751,30078,131141,73016,-78209,-92459,Spoofed
69752,30079,131142,73017,-78208,-92458,Spoofed
69753,30080,131143,73018,-78207,-92457,Spoofed
69754,30081,131144,73019,-78206,-92456,Spoofed
69755,30082,131145,73020,-78205,-92455,Spoofed
69756,30083,131146,73021,-78204,-92454,Spoofed
69757,30084,131147,73022,-78203,-92453,Spoofed
69758,30085,131148,73023,-78202,-92452,Spoofed
69759,30086,131149,73024,-78201,-92451,Spoofed
69760,30087,131150,73025,-78200,-92450,Spoofed
69761,30088,131151,73026,-78199,-92449,Spoofed
69762,30089,131152,73027,-78198,-92448,Spoofed
69763,30090,131153,73028,-78197,-92447,Spoofed
69764,30091,131154,73029,-78196,-92446,Spoofed
69765,30092,131155,73030,-78195,-92445,Spoofed
69766,30093,131156,73031,-78194,-92444,Spoofed
69767,30094,131157,73032,-78193,-92443,Spoofed
69768,30095,131158,73033,-78192,-92442,Spoofed
69769,30096,131159,73034,-78191,-92441,Spoofed
69770,30097,131160,73035,-78190,-92440,Spoofed
69771,30098,131161,73036,-78189,-92439,Spoofed
69772,30099,131162,73037,-78188,-92438,Spoofed
69773,30100,131163,73038,-78187,-92437,Spoofed
69774,30101,131164,73039,-78186,-92436,Spoofed
69775,30102,131165,73040,-78185,-92435,Spoofed
69776,30103,131166,73041,-78184,-92434,Spoofed
69777,30104,131167,73042,-78183,-92433,Spoofed
69778,30105,131168,73043,-78182,-92432,Spoofed
69779,30106,131169,73044,-78181,-92431,Spoofed
69780,30107,131170,73045,-78180,-92430,Spoofed
69781,30108,131171,73046,-78179,-92429,Spoofed
69782,30109,131172,73047,-78178,-92428,Spoofed
69783,30110,131173,73048,-78177,-92427,Spoofed
69784,30111,131174,73049,-78176,-92426,Spoofed
69785,30112,131175,73050,-78175,-92425,Spoofed
69786,30113,131176,73051,-78174,-92424,Spoofed
69787,30114,131177,73052,-78173,-92423,Spoofed
69788,30115,131178,73053,-78172,-92422,Spoofed
69789,30116,131179,73054,-78171,-92421,Spoofed
69790,30117,131180,73055,-78170,-92420,Spoofed
69791,30118,131181,73056,-78169,-92419,Spoofed
69792,30119,131182,73057,-78168,-92418,Spoofed
69793,30120,131183,73058,-78167,-92417,Spoofed
69794,30121,131184,73059,-78166,-92416,Spoofed
69795,30122,131185,73060,-78165,-92415,Spoofed
69796,30123,131186,73061,-78164,-92414,Spoofed
69797,30124,131187,73062,-78163,-92413,Spoofed
69798,30125,131188,73063,-78162,-92412,Spoofed
69799,30126,131189,73064,-78161,-92411,Spoofed
69800,30127,131190,73065,-78160,-92410,Spoofed
69801,30128,131191,73066,-78159,-92409,Spoofed
69802,30129,131192,73067,-78158,-92408,Spoofed
69803,30130,131193,73068,-78157,-92407,Spoofed
69804,30131,131194,73069,-78156,-92406,Spoofed
69805,30132,131195,73070,-78155,-92405,Spoofed
69806,30133,131196,73071,-78154,-92404,Spoofed
69807,30134,131197,73072,-78153,-92403,Spoofed
69808,30135,131198,73073,-78152,-92402,Spoofed
69809,30136,131199,73074,-78151,-92401,Spoofed
69810,30137,131200,73075,-78150,-92400,Spoofed
69811,30138,131201,73076,-78149,-92399,Spoofed
69812,30139,131202,73077,-78148,-92398,Spoofed
69813,30140,131203,73078,-78147,-92397,Spoofed
69814,30141,131204,73079,-78146,-92396,Spoofed
69815,30142,131205,73080,-78145,-92395,Spoofed
69816,30143,131206,73081,-78144,-92394,Spoofed
69817,30144,131207,73082,-78143,-92393,Spoofed
69818,30145,131208,73083,-78142,-92392,Spoofed
69819,30146,131209,73084,-78141,-92391,Spoofed
69820,30147,131210,73085,-78140,-92390,Spoofed
69821,30148,131211,73086,-78139,-92389,Spoofed
69822,30149,131212,73087,-78138,-92388,Spoofed
69823,30150,131213,73088,-78137,-92387,Spoofed
69824,30151,131214,73089,-78136,-92386,Spoofed
69825,30152,131215,73090,-78135,-92385,Spoofed
69826,30153,131216,73091,-78134,-92384,Spoofed
69827,30154,131217,73092,-78133,-92383,Spoofed
69828,30155,131218,73093,-78132,-92382,Spoofed
69829,30156,131219,73094,-78131,-92381,Spoofed
69830,30157,131220,73095,-78130,-92380,Spoofed
69831,30158,131221,73096,-78129,-92379,Spoofed
69832,30159,131222,73097,-78128,-92378,Spoofed
69833,30160,131223,73098,-78127,-92377,Spoofed
69834,30161,131224,73099,-78126,-92376,Spoofed
69835,30162,131225,73100,-78125,-92375,Spoofed
69836,30163,131226,73101,-78124,-92374,Spoofed
69837,30164,131227,73102,-78123,-92373,Spoofed
69838,30165,131228,73103,-78122,-92372,Spoofed
69839,30166,131229,73104,-78121,-92371,Spoofed
69840,30167,131230,73105,-78120,-92370,Spoofed
69841,30168,131231,73106,-78119,-92369,Spoofed
69842,30169,131232,73107,-78118,-92368,Spoofed
69843,30170,131233,73108,-78117,-92367,Spoofed
69844,30171,131234,73109,-78116,-92366,Spoofed
69845,30172,131235,73110,-78115,-92365,Spoofed
69846,30173,131236,73111,-78114,-92364,Spoofed
69847,30174,131237,73112,-78113,-92363,Spoofed
69848,30175,131238,73113,-78112,-92362,Spoofed
69849,30176,131239,73114,-78111,-92361,Spoofed
69850,30177,131240,73115,-78110,-92360,Spoofed
69851,30178,131241,73116,-78109,-92359,Spoofed
69852,30179,131242,73117,-78108,-92358,Spoofed
69853,30180,131243,73118,-78107,-92357,Spoofed
69854,30181,131244,73119,-78106,-92356,Spoofed
69855,30182,131245,73120,-78105,-92355,Spoofed
69856,30183,131246,73121,-78104,-92354,Spoofed
69857,30184,131247,73122,-78103,-92353,Spoofed
69858,30185,131248,73123,-78102,-92352,Spoofed
69859,30186,131249,73124,-78101,-92351,Spoofed
69860,30187,131250,73125,-78100,-92350,Spoofed
69861,30188,131251,73126,-78099,-92349,Spoofed
69862,30189,131252,73127,-78098,-92348,Spoofed
69863,30190,131253,73128,-78097,-92347,Spoofed
69864,30191,131254,73129,-78096,-92346,Spoofed
69865,30192,131255,73130,-78095,-92345,Spoofed
69866,30193,131256,73131,-78094,-92344,Spoofed
69867,30194,131257,73132,-78093,-92343,Spoofed
69868,30195,131258,73133,-78092,-92342,Spoofed
69869,30196,131259,73134,-78091,-92341,Spoofed
69870,30197,131260,73135,-78090,-92340,Spoofed
69871,30198,131261,73136,-78089,-92339,Spoofed
69872,30199,131262,73137,-78088,-92338,Spoofed
69873,30200,131263,73138,-78087,-92337,Spoofed
69874,30201,131264,73139,-78086,-92336,Spoofed
69875,30202,131265,73140,-78085,-92335,Spoofed
69876,30203,131266,73141,-78084,-92334,Spoofed
69877,30204,131267,73142,-78083,-92333,Spoofed
69878,30205,131268,73143,-78082,-92332,Spoofed
69879,30206,131269,73144,-78081,-92331,Spoofed
69880,30207,131270,73145,-78080,-92330,Spoofed
69881,30208,131271,73146,-78079,-92329,Spoofed
69882,30209,131272,73147,-78078,-92328,Spoofed
69883,30210,131273,73148,-78077,-92327,Spoofed
69884,30211,131274,73149,-78076,-92326,Spoofed
69885,30212,131275,73150,-78075,-92325,Spoofed
69886,30213,131276,73151,-78074,-92324,Spoofed
69887,30214,131277,73152,-78073,-92323,Spoofed
69888,30215,131278,73153,-78072,-92322,Spoofed
69889,30216,131279,73154,-78071,-92321,Spoofed
69890,30217,131280,73155,-78070,-92320,Spoofed
69891,30218,131281,73156,-78069,-92319,Spoofed
69892,30219,131282,73157,-78068,-92318,Spoofed
69893,30220,131283,73158,-78067,-92317,Spoofed
69894,30221,131284,73159,-78066,-92316,Spoofed
69895,30222,131285,73160,-78065,-92315,Spoofed
69896,30223,131286,73161,-78064,-92314,Spoofed
69897,30224,131287,73162,-78063,-92313,Spoofed
69898,30225,131288,73163,-78062,-92312,Spoofed
69899,30226,131289,73164,-78061,-92311,Spoofed
69900,30227,131290,73165,-78060,-92310,Spoofed
69901,30228,131291,73166,-78059,-92309,Spoofed
69902,30229,131292,73167,-78058,-92308,Spoofed
69903,30230,131293,73168,-78057,-92307,Spoofed
69904,30231,131294,73169,-78056,-92306,Spoofed
69905,30232,131295,73170,-78055,-92305,Spoofed
69906,30233,131296,73171,-78054,-92304,Spoofed
69907,30234,131297,73172,-78053,-92303,Spoofed
69908,30235,131298,73173,-78052,-92302,Spoofed
69909,30236,131299,73174,-78051,-92301,Spoofed
69910,30237,131300,73175,-78050,-92300,Spoofed
69911,30238,131301,73176,-78049,-92299,Spoofed
69912,30239,131302,73177,-78048,-92298,Spoofed
69913,30240,131303,73178,-78047,-92297,Spoofed
69914,30241,131304,73179,-78046,-92296,Spoofed
69915,30242,131305,73180,-78045,-92295,Spoofed
69916,30243,131306,73181,-78044,-92294,Spoofed
69917,30244,131307,73182,-78043,-92293,Spoofed
69918,30245,131308,73183,-78042,-92292,Spoofed
69919,30246,131309,73184,-78041,-92291,Spoofed
69920,30247,131310,73185,-78040,-92290,Spoofed
69921,30248,131311,73186,-78039,-92289,Spoofed
69922,30249,131312,73187,-78038,-92288,Spoofed
69923,30250,131313,73188,-78037,-92287,Spoofed
69924,30251,131314,73189,-78036,-92286,Spoofed
69925,30252,131315,73190,-78035,-92285,Spoofed
69926,30253,131316,73191,-78034,-92284,Spoofed
69927,30254,131317,73192,-78033,-92283,Spoofed
69928,30255,131318,73193,-78032,-92282,Spoofed
69929,30256,131319,73194,-78031,-92281,Spoofed
69930,30257,131320,73195,-78030,-92280,Spoofed
69931,30258,131321,73196,-78029,-92279,Spoofed
69932,30259,131322,73197,-78028,-92278,Spoofed
69933,30260,131323,73198,-78027,-92277,Spoofed
69934,30261,131324,73199,-78026,-92276,Spoofed
69935,30262,131325,73200,-78025,-92275,Spoofed
69936,30263,131326,73201,-78024,-92274,Spoofed
69937,30264,131327,73202,-78023,-92273,Spoofed
69938,30265,131328,73203,-78022,-92272,Spoofed
69939,30266,131329,73204,-78021,-92271,Spoofed
69940,30267,131330,73205,-78020,-92270,Spoofed
69941,30268,131331,73206,-78019,-92269,Spoofed
69942,30269,131332,73207,-78018,-92268,Spoofed
69943,30270,131333,73208,-78017,-92267,Spoofed
69944,30271,131334,73209,-78016,-92266,Spoofed
69945,30272,131335,73210,-78015,-92265,Spoofed
69946,30273,131336,73211,-78014,-92264,Spoofed
69947,30274,131337,73212,-78013,-92263,Spoofed
69948,30275,131338,73213,-78012,-92262,Spoofed
69949,30276,131339,73214,-78011,-92261,Spoofed
69950,30277,131340,73215,-78010,-92260,Spoofed
69951,30278,131341,73216,-78009,-92259,Spoofed
69952,30279,131342,73217,-78008,-92258,Spoofed
69953,30280,131343,73218,-78007,-92257,Spoofed
69954,30281,131344,73219,-78006,-92256,Spoofed
69955,30282,131345,73220,-78005,-92255,Spoofed
69956,30283,131346,73221,-78004,-92254,Spoofed
69957,30284,131347,73222,-78003,-92253,Spoofed
69958,30285,131348,73223,-78002,-92252,Spoofed
69959,30286,131349,73224,-78001,-92251,Spoofed
69960,30287,131350,73225,-78000,-92250,Spoofed
69961,30288,131351,73226,-77999,-92249,Spoofed
69962,30289,131352,73227,-77998,-92248,Spoofed
69963,30290,131353,73228,-77997,-92247,Spoofed
69964,30291,131354,73229,-77996,-92246,Spoofed
69965,30292,131355,73230,-77995,-92245,Spoofed
69966,30293,131356,73231,-77994,-92244,Spoofed
69967,30294,131357,73232,-77993,-92243,Spoofed
69968,30295,131358,73233,-77992,-92242,Spoofed
69969,30296,131359,73234,-77991,-92241,Spoofed
69970,30297,131360,73235,-77990,-92240,Spoofed
69971,30298,131361,73236,-77989,-92239,Spoofed
69972,30299,131362,73237,-77988,-92238,Spoofed
69973,30300,131363,73238,-77987,-92237,Spoofed
69974,30301,131364,73239,-77986,-92236,Spoofed
69975,30302,131365,73240,-77985,-92235,Spoofed
69976,30303,131366,73241,-77984,-92234,Spoofed
69977,30304,131367,73242,-77983,-92233,Spoofed
69978,30305,131368,73243,-77982,-92232,Spoofed
69979,30306,131369,73244,-77981,-92231,Spoofed
69980,30307,131370,73245,-77980,-92230,Spoofed
69981,30308,131371,73246,-77979,-92229,Spoofed
69982,30309,131372,73247,-77978,-92228,Spoofed
69983,30310,131373,73248,-77977,-92227,Spoofed
69984,30311,131374,73249,-77976,-92226,Spoofed
69985,30312,131375,73250,-77975,-92225,Spoofed
69986,30313,131376,73251,-77974,-92224,Spoofed
69987,30314,131377,73252,-77973,-92223,Spoofed
69988,30315,131378,73253,-77972,-92222,Spoofed
69989,30316,131379,73254,-77971,-92221,Spoofed
69990,30317,131380,73255,-77970,-92220,Spoofed
69991,30318,131381,73256,-77969,-92219,Spoofed
69992,30319,131382,73257,-77968,-92218,Spoofed
69993,30320,131383,73258,-77967,-92217,Spoofed
69994,30321,131384,73259,-77966,-92216,Spoofed
69995,30322,131385,73260,-77965,-92215,Spoofed
69996,30323,131386,73261,-77964,-92214,Spoofed
69997,30324,131387,73262,-77963,-92213,Spoofed
69998,30325,131388,73263,-77962,-92212,Spoofed
69999,30326,131389,73264,-77961,-92211,Spoofed
70000,30327,131390,73265,-77960,-92210,Spoofed
70001,30328,131391,73266,-77959,-92209,Spoofed
70002,30329,131392,73267,-77958,-92208,Spoofed
70003,30330,131393,73268,-77957,-92207,Spoofed
70004,30331,131394,73269,-77956,-92206,Spoofed
70005,30332,131395,73270,-77955,-92205,Spoofed
70006,30333,131396,73271,-77954,-92204,Spoofed
70007,30334,131397,73272,-77953,-92203,Spoofed
70008,30335,131398,73273,-77952,-92202,Spoofed
70009,30336,131399,73274,-77951,-92201,Spoofed
70010,30337,131400,73275,-77950,-92200,Spoofed
70011,30338,131401,73276,-77949,-92199,Spoofed
70012,30339,131402,73277,-77948,-92198,Spoofed
70013,30340,131403,73278,-77947,-92197,Spoofed
70014,30341,131404,73279,-77946,-92196,Spoofed
